Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Drew Rom,23,971,Maj-NL,St. Louis,8,8,1.0,4.0,,33.2,51,34,30,19,32,7,0,8.02,150,14,3,0,2,1,2,1,0,170,671,0.62,0.19,0.06,0.39,0.22,0.07,2.079,0.393,8.6,1.68,680723
Jordan Romano,30,967,Maj-AL,Toronto,60,0,5.0,7.0,36.0,60.1,49,20,19,24,73,6,3,2.83,225,9,1,5,3,0,9,1,0,254,930,0.66,0.15,0.17,0.39,0.24,0.1,1.21,0.295,10.9,3.04,605447
JoJo Romero,26,1000,Maj-NL,St. Louis,27,0,4.0,2.0,3.0,36.2,29,17,15,10,42,1,1,3.68,134,4,2,0,5,1,0,1,0,147,551,0.67,0.19,0.15,0.59,0.26,0.03,1.064,0.304,10.3,4.2,668941
Kenny Rosenberg,27,971,Maj-AL,Los Angeles,7,3,2.0,2.0,,33.0,35,14,14,14,29,3,1,3.82,131,7,0,1,1,0,3,3,3,146,543,0.61,0.14,0.1,0.44,0.21,0.11,1.485,0.323,7.9,2.07,670046
Drew Rucinski,34,1109,Maj-AL,Oakland,4,4,,4.0,,18.0,27,22,18,14,6,5,1,9.0,78,5,0,0,2,2,0,1,0,95,350,0.57,0.17,0.07,0.43,0.23,0.05,2.278,0.319,3.0,0.43,607968
Michael Rucker,29,1009,Maj-NL,Chicago,35,0,2.0,1.0,,40.1,39,22,22,19,40,6,3,4.91,152,5,2,0,6,2,0,1,0,176,720,0.58,0.15,0.1,0.52,0.26,0.09,1.438,0.306,8.9,2.11,621074
Jos\xc3\xa9 Ruiz,28,1040,"Maj-AL,Maj-NL","Arizona,Chicago",38,1,2.0,1.0,,44.1,52,31,29,21,39,10,6,5.89,178,9,1,1,4,2,4,2,0,207,820,0.6,0.14,0.12,0.38,0.27,0.08,1.647,0.321,7.9,1.86,614179
Jackson Rutledge,24,970,Maj-NL,Washington,4,4,1.0,1.0,,20.0,24,15,15,6,12,4,2,6.75,79,5,0,0,1,1,1,1,0,88,346,0.62,0.13,0.09,0.26,0.25,0.15,1.5,0.313,5.4,2.0,671131
Joe Ryan,27,960,Maj-AL,Minnesota,30,30,11.0,10.0,,163.2,157,84,82,34,198,33,6,4.51,634,30,1,0,7,6,7,3,0,680,2711,0.69,0.14,0.14,0.33,0.23,0.09,1.167,0.303,10.9,5.82,657746
Ryder Ryan,28,1021,Maj-AL,Seattle,1,0,,,,1.0,0,0,0,1,2,0,0,0.0,3,0,0,0,0,0,0,0,0,4,13,0.62,0.15,0.08,0.0,1.0,0.0,1.0,0.0,18.0,2.0,656924
Hyun Jin Ryu,36,971,Maj-AL,Toronto,11,11,3.0,3.0,,52.0,53,25,20,14,38,9,1,3.46,206,12,0,0,4,1,3,1,0,224,830,0.66,0.18,0.1,0.46,0.24,0.06,1.288,0.275,6.6,2.71,547943
Andrew Saalfrank,25,940,Maj-NL,Arizona,21,0,,,,16.0,10,5,2,12,8,0,1,1.13,55,1,0,1,3,0,2,0,0,68,265,0.61,0.13,0.13,0.74,0.19,0.0,1.375,0.213,4.5,0.67,685314
Eduardo Salazar,25,1062,Maj-NL,Cincinnati,8,0,1.0,,,12.1,16,11,11,5,5,0,4,8.03,49,3,0,0,0,3,0,0,1,61,239,0.58,0.15,0.07,0.53,0.23,0.0,1.703,0.34,3.6,1.0,674285
Chris Sale,34,973,Maj-AL,Boston,20,20,6.0,5.0,,102.2,87,52,49,29,125,15,8,4.3,384,24,2,0,7,3,8,1,0,425,1670,0.65,0.17,0.13,0.38,0.23,0.08,1.13,0.291,11.0,4.31,519242
Cristopher S\xc3\xa1nchez,26,951,Maj-NL,Philadelphia,20,19,3.0,5.0,,101.2,90,46,39,17,97,16,3,3.45,385,18,2,0,13,1,7,2,2,407,1498,0.67,0.19,0.11,0.58,0.2,0.02,1.052,0.271,8.6,5.71,650911
Nick Sandlin,26,970,Maj-AL,Cleveland,61,0,5.0,5.0,,60.0,38,28,25,24,66,12,2,3.75,209,7,0,1,4,2,7,3,0,239,1008,0.63,0.16,0.14,0.42,0.16,0.1,1.033,0.195,9.9,2.75,680704
Patrick Sandoval,26,976,Maj-AL,Los Angeles,28,28,7.0,13.0,,144.2,145,89,66,74,128,12,4,4.11,567,29,1,2,12,3,7,3,3,652,2621,0.62,0.16,0.12,0.47,0.28,0.06,1.514,0.309,8.0,1.73,663776
Cole Sands,25,998,Maj-AL,Minnesota,15,0,,,,21.2,20,10,9,13,21,4,0,3.74,85,5,0,0,1,0,0,0,0,98,412,0.62,0.18,0.07,0.39,0.2,0.06,1.523,0.267,8.7,1.62,663485
Reiver Sanmartin,27,1117,Maj-NL,Cincinnati,14,0,1.0,,,14.0,17,13,11,10,13,2,0,7.07,59,2,0,0,0,1,0,0,0,70,309,0.6,0.15,0.1,0.57,0.21,0.02,1.929,0.333,8.4,1.3,665665
Dennis Santana,27,1014,Maj-NL,New York,9,0,1.0,,,10.2,10,7,7,7,12,2,1,5.91,41,3,0,0,0,1,0,0,0,50,222,0.64,0.18,0.1,0.27,0.3,0.03,1.594,0.286,10.1,1.71,642701
Tony Santillan,26,1045,Maj-NL,Cincinnati,3,0,1.0,,,3.1,4,1,1,5,1,0,0,2.7,13,2,0,1,1,0,0,0,0,18,59,0.56,0.25,0.05,0.33,0.33,0.08,2.7,0.333,2.7,0.2,663574
Gregory Santos,23,985,Maj-AL,Chicago,60,0,2.0,2.0,5.0,66.1,69,29,25,17,66,2,5,3.39,267,8,1,1,2,0,10,3,1,289,1053,0.68,0.18,0.13,0.52,0.3,0.01,1.296,0.337,9.0,3.88,666619
Tayler Saucedo,30,971,Maj-AL,Seattle,52,0,3.0,2.0,1.0,47.2,41,20,19,23,43,2,6,3.59,175,5,1,1,8,0,4,1,0,207,789,0.63,0.17,0.13,0.59,0.24,0.03,1.343,0.3,8.1,1.87,642048
Josh Sborz,29,939,Maj-AL,Texas,54,0,6.0,7.0,1.0,64.1,47,34,33,21,79,8,1,4.62,235,8,1,0,4,0,4,0,0,258,1003,0.64,0.18,0.15,0.47,0.22,0.07,1.057,0.264,11.1,3.76,622250
Max Scherzer,38,941,"Maj-AL,Maj-NL","New York,Texas",30,30,13.0,7.0,,162.1,137,72,71,50,181,30,5,3.94,606,25,1,1,10,2,10,1,0,663,2609,0.66,0.15,0.13,0.34,0.22,0.11,1.152,0.27,10.0,3.62,453286
Clarke Schmidt,27,971,Maj-AL,New York,33,32,9.0,9.0,,159.0,169,91,82,46,149,24,11,4.64,630,41,1,0,13,7,8,3,0,694,2713,0.65,0.18,0.1,0.44,0.24,0.08,1.352,0.313,8.4,3.24,657376
Jesse Scholtens,29,981,Maj-AL,Chicago,26,11,1.0,9.0,1.0,85.0,100,54,50,30,58,15,2,5.29,343,12,0,1,8,2,7,3,0,377,1447,0.62,0.17,0.09,0.41,0.24,0.06,1.529,0.313,6.1,1.93,669947
Jonathan Schoop,31,1065,Maj-AL,Detroit,1,0,,,,1.1,1,0,0,0,1,0,0,0.0,5,0,0,0,0,0,0,0,0,5,17,0.76,0.29,0.06,0.25,0.5,0.0,0.75,0.25,6.8,,570731
John Schreiber,29,970,Maj-AL,Boston,46,2,2.0,1.0,1.0,46.2,41,22,20,25,53,6,4,3.86,173,8,1,2,4,2,0,0,0,204,818,0.63,0.18,0.11,0.43,0.23,0.07,1.414,0.302,10.2,2.12,670167
Tanner Scott,28,967,Maj-NL,Miami,75,0,9.0,5.0,12.0,79.0,53,22,20,24,105,3,4,2.28,280,11,0,3,10,2,5,0,0,310,1218,0.68,0.17,0.17,0.5,0.25,0.05,0.975,0.287,12.0,4.38,656945
Tayler Scott,31,1014,"Maj-AL,Maj-NL","Boston,Los Angeles,Oakland",18,2,,,,17.2,23,12,11,10,17,3,3,5.6,74,10,0,2,1,1,4,0,0,88,338,0.61,0.15,0.09,0.38,0.22,0.03,1.868,0.364,8.7,1.7,605463
Connor Seabold,27,970,Maj-NL,Colorado,27,13,1.0,7.0,,87.1,116,76,73,28,67,19,7,7.52,366,27,3,1,5,5,1,0,0,408,1563,0.66,0.15,0.1,0.34,0.26,0.08,1.649,0.34,6.9,2.39,657756
JP Sears,27,970,Maj-AL,Oakland,32,32,5.0,14.0,,172.1,165,90,87,53,161,34,16,4.54,662,33,4,2,9,3,15,8,3,735,2867,0.65,0.14,0.11,0.3,0.22,0.12,1.265,0.279,8.4,3.04,676664
Colin Selby,25,972,Maj-NL,Pittsburgh,21,5,2.0,2.0,,24.0,29,24,24,15,30,4,0,9.0,98,2,0,1,2,0,1,0,0,114,437,0.62,0.19,0.12,0.49,0.25,0.06,1.833,0.391,11.3,2.0,681882
Kodai Senga,30,974,Maj-NL,New York,29,29,12.0,7.0,,166.1,126,60,55,77,202,17,5,2.98,606,21,0,0,13,4,11,3,1,694,2792,0.61,0.16,0.13,0.44,0.22,0.09,1.22,0.279,10.9,2.62,673540
Antonio Senzatela,28,1114,Maj-NL,Colorado,2,2,,1.0,,7.2,7,4,4,2,4,3,0,4.7,28,1,0,0,0,0,0,1,0,30,120,0.61,0.13,0.08,0.54,0.17,0.08,1.174,0.19,4.7,2.0,622608
Luis Severino,29,993,Maj-AL,New York,19,18,4.0,8.0,,89.1,113,73,66,34,79,23,5,6.65,375,22,2,1,3,1,9,1,6,417,1636,0.66,0.15,0.09,0.43,0.26,0.06,1.646,0.328,8.0,2.32,622663
Paul Sewald,33,939,"Maj-AL,Maj-NL","Arizona,Seattle",75,0,4.0,2.0,40.0,70.2,55,29,27,27,96,10,4,3.44,260,10,0,2,3,1,9,0,0,294,1201,0.67,0.16,0.14,0.32,0.22,0.08,1.16,0.29,12.2,3.56,623149
Bryan Shaw,35,970,Maj-AL,Chicago,38,0,,,4.0,45.2,39,21,21,17,40,3,6,4.14,166,8,0,0,9,1,2,0,1,190,777,0.61,0.15,0.1,0.4,0.26,0.07,1.226,0.29,7.9,2.35,543766
Emmet Sheehan,23,964,Maj-NL,Los Angeles,14,11,4.0,1.0,1.0,64.0,50,36,36,28,68,12,2,5.06,233,11,1,0,5,3,4,1,0,266,1102,0.64,0.13,0.14,0.33,0.21,0.08,1.219,0.244,9.6,2.43,686218
Ryan Sherriff,33,1090,Maj-AL,Boston,5,0,,,,6.2,6,2,2,2,5,0,1,2.7,25,3,1,0,0,1,2,0,0,29,104,0.63,0.19,0.12,0.38,0.19,0.24,1.2,0.286,6.8,2.5,595411
Zack Short,28,1005,Maj-AL,Detroit,6,0,,,,6.0,12,4,4,1,1,0,1,6.0,30,1,0,0,0,0,0,0,0,32,100,0.62,0.12,0.02,0.17,0.45,0.1,2.167,0.414,1.5,1.0,670097
Chasen Shreve,32,993,"Maj-AL,Maj-NL","Cincinnati,Detroit",50,0,1.0,2.0,,44.2,46,25,23,14,45,7,1,4.63,173,6,2,0,3,4,1,0,0,193,753,0.64,0.16,0.13,0.44,0.22,0.07,1.343,0.312,9.1,3.21,592741
Jared Shuster,24,985,Maj-NL,Atlanta,11,11,4.0,3.0,,52.2,53,34,34,26,30,7,1,5.81,201,10,2,0,4,2,9,3,0,230,864,0.62,0.16,0.09,0.36,0.23,0.12,1.5,0.277,5.1,1.15,694363
Chase Silseth,23,972,Maj-AL,Los Angeles,16,8,4.0,1.0,,52.1,41,26,23,26,56,9,2,3.96,193,9,0,0,6,0,3,0,1,221,888,0.61,0.17,0.11,0.49,0.23,0.04,1.28,0.25,9.6,2.15,681217
Lucas Sims,29,971,Maj-NL,Cincinnati,67,0,7.0,3.0,3.0,61.0,33,23,21,39,72,5,10,3.1,202,11,1,1,3,5,5,2,3,258,1063,0.6,0.15,0.14,0.25,0.21,0.15,1.18,0.215,10.6,1.85,608371
Brady Singer,26,983,Maj-AL,Kansas City,29,29,8.0,11.0,,159.2,182,102,98,49,133,20,8,5.52,634,44,5,0,13,10,11,3,0,702,2613,0.64,0.18,0.1,0.5,0.24,0.04,1.447,0.33,7.5,2.71,663903
Tarik Skubal,26,974,Maj-AL,Detroit,15,15,7.0,3.0,,80.1,58,28,25,14,102,4,3,2.8,292,11,3,0,8,1,4,0,1,310,1219,0.69,0.16,0.15,0.52,0.2,0.09,0.896,0.289,11.4,7.29,669373
Ethan Small,26,973,Maj-NL,Milwaukee,2,0,,,1.0,4.0,9,5,5,2,6,1,0,11.25,21,3,0,0,0,0,0,0,0,23,93,0.62,0.17,0.11,0.27,0.4,0.13,2.75,0.571,13.5,3.0,663629
Devin Smeltzer,27,994,Maj-NL,Miami,9,1,,1.0,,22.1,29,18,16,4,16,7,4,6.45,92,6,0,0,2,0,0,1,0,100,362,0.66,0.19,0.09,0.36,0.24,0.08,1.478,0.319,6.4,4.0,656970
Chad Smith,28,1040,Maj-AL,Oakland,10,0,1.0,2.0,,13.2,15,10,10,7,9,2,2,6.59,51,2,0,0,1,0,0,3,1,60,248,0.58,0.16,0.07,0.55,0.17,0.0,1.61,0.325,5.9,1.29,663385
Drew Smith,29,971,Maj-NL,New York,62,0,4.0,6.0,3.0,56.1,50,31,26,29,60,7,5,4.15,208,13,4,0,7,2,5,3,1,244,1082,0.61,0.15,0.1,0.3,0.22,0.11,1.402,0.301,9.6,2.07,622098
Will Smith,33,940,Maj-AL,Texas,65,0,2.0,7.0,22.0,60.2,47,35,32,20,59,6,1,4.75,221,11,1,4,4,0,8,2,2,242,926,0.66,0.16,0.14,0.31,0.28,0.09,1.104,0.263,8.8,2.95,519293
AJ Smith-Shawver,20,960,Maj-NL,Atlanta,7,5,1.0,,,28.0,20,17,15,12,23,10,1,4.82,104,1,0,0,1,0,5,1,0,117,507,0.58,0.14,0.09,0.35,0.19,0.1,1.143,0.141,7.4,1.92,700363
Drew Smyly,34,970,Maj-NL,Chicago,41,23,11.0,11.0,,142.1,147,89,79,56,141,26,6,5.0,554,36,2,0,10,7,15,5,5,626,2403,0.63,0.16,0.11,0.36,0.24,0.12,1.426,0.307,8.9,2.52,592767
Kirby Snead,28,998,Maj-AL,Oakland,15,0,1.0,2.0,,11.2,14,7,6,6,9,1,0,4.63,50,2,0,1,1,0,1,0,0,56,193,0.63,0.18,0.09,0.46,0.24,0.02,1.714,0.325,6.9,1.5,669912
Blake Snell,30,976,Maj-NL,San Diego,32,32,14.0,9.0,,180.0,115,47,45,99,234,15,3,2.25,636,22,0,0,13,3,25,1,1,742,3169,0.58,0.15,0.15,0.44,0.26,0.05,1.189,0.256,11.7,2.36,605483
Collin Snider,27,971,Maj-AL,Kansas City,20,1,,,1.0,20.1,24,12,11,13,11,3,0,4.87,81,5,0,0,3,1,2,0,0,95,367,0.58,0.18,0.07,0.54,0.18,0.06,1.82,0.309,4.9,0.85,676092
Peter Solomon,26,1124,Maj-NL,Arizona,5,0,,,,13.1,17,18,18,11,6,2,1,12.15,55,6,2,0,1,0,1,0,0,67,236,0.56,0.17,0.06,0.39,0.29,0.04,2.1,0.319,4.1,0.55,656981
George Soriano,24,968,Maj-NL,Miami,27,1,,,1.0,53.0,46,26,22,23,53,6,5,3.74,200,9,0,1,4,2,0,0,0,231,900,0.62,0.17,0.12,0.43,0.23,0.08,1.302,0.28,9.0,2.3,666277
Jos\xc3\xa9 Soriano,24,971,Maj-AL,Los Angeles,38,0,1.0,3.0,,42.0,33,22,17,23,56,4,7,3.64,154,3,1,2,2,0,1,2,1,185,694,0.62,0.19,0.15,0.53,0.22,0.04,1.333,0.309,12.0,2.43,667755
Michael Soroka,25,996,Maj-NL,Atlanta,7,6,2.0,2.0,,32.1,36,23,23,12,29,9,4,6.4,128,8,0,0,4,0,0,0,0,145,537,0.62,0.17,0.1,0.46,0.27,0.05,1.485,0.3,8.1,2.42,647336
Gregory Soto,28,948,Maj-NL,Philadelphia,74,0,3.0,4.0,3.0,63.1,52,36,33,24,68,6,2,4.69,237,10,0,0,4,2,2,0,1,266,1025,0.66,0.18,0.15,0.53,0.17,0.04,1.2,0.279,9.7,2.83,642397
Bennett Sousa,28,970,"Maj-AL,Maj-NL","Houston,Milwaukee",7,0,,,,9.0,6,4,4,2,10,1,0,4.0,32,0,0,0,1,0,0,0,0,34,140,0.64,0.14,0.14,0.45,0.18,0.14,0.889,0.238,10.0,5.0,656986
Alex Speas,25,1039,Maj-AL,Texas,3,0,,2.0,,2.0,2,3,3,5,4,0,0,13.5,7,0,0,1,0,0,0,1,0,12,65,0.51,0.2,0.09,0.0,0.67,0.0,3.5,0.667,18.0,0.8,666208
Gabe Speier,28,971,Maj-AL,Seattle,69,0,2.0,2.0,1.0,54.2,47,24,23,11,64,7,3,3.79,200,7,0,4,8,2,5,1,0,216,782,0.69,0.16,0.16,0.56,0.21,0.03,1.061,0.305,10.5,5.82,642100
Carson Spiers,25,972,Maj-NL,Cincinnati,4,2,,1.0,1.0,13.0,18,12,10,7,12,1,0,6.92,56,3,0,0,1,1,1,0,0,64,291,0.63,0.14,0.1,0.27,0.31,0.13,1.923,0.386,8.3,1.71,686730
Jeffrey Springs,30,1141,Maj-AL,Tampa Bay,3,3,2.0,,,16.0,4,1,1,4,24,1,0,0.56,50,0,0,0,1,0,0,0,0,55,207,0.7,0.27,0.15,0.5,0.15,0.19,0.5,0.12,13.5,6.0,605488
Jacob Stallings,33,979,Maj-NL,Miami,7,0,,,,8.0,12,4,4,0,1,1,2,4.5,33,4,0,0,2,1,0,0,0,36,92,0.73,0.18,0.02,0.33,0.27,0.06,1.5,0.344,1.1,,607732
Ryne Stanek,31,948,Maj-AL,Houston,59,0,4.0,1.0,,54.2,46,27,26,21,52,9,2,4.28,205,9,0,1,4,1,2,0,0,229,921,0.63,0.11,0.14,0.32,0.22,0.08,1.226,0.255,8.6,2.48,592773
Josh Staumont,29,1088,Maj-AL,Kansas City,21,1,,,,20.0,16,12,12,13,24,1,2,5.4,73,2,0,0,3,0,2,0,0,89,360,0.6,0.13,0.12,0.51,0.14,0.1,1.45,0.313,10.8,1.85,622251
Justin Steele,27,975,Maj-NL,Chicago,30,30,16.0,5.0,,173.1,167,71,59,36,176,14,7,3.06,666,34,2,0,14,2,8,4,1,716,2681,0.68,0.15,0.12,0.5,0.24,0.06,1.171,0.32,9.1,4.89,657006
Trevor Stephan,27,970,Maj-AL,Cleveland,71,0,7.0,7.0,2.0,68.2,63,35,31,26,75,6,5,4.06,257,17,1,1,5,3,13,1,0,294,1128,0.62,0.13,0.14,0.43,0.23,0.07,1.296,0.318,9.8,2.88,663986
Jackson Stephens,29,972,Maj-NL,Atlanta,5,0,,,,12.0,13,4,4,5,11,1,0,3.0,46,1,0,0,1,0,2,1,0,52,226,0.64,0.15,0.11,0.44,0.31,0.06,1.5,0.353,8.3,2.2,623451
Robert Stephenson,30,971,"Maj-AL,Maj-NL","Pittsburgh,Tampa Bay",60,0,3.0,4.0,1.0,52.1,30,20,18,16,77,8,0,3.1,182,8,0,2,2,2,1,1,0,201,763,0.7,0.16,0.25,0.34,0.21,0.13,0.879,0.222,13.2,4.81,596112
Brock Stewart,31,960,Maj-AL,Minnesota,31,0,2.0,,1.0,30.2,20,4,4,12,43,2,1,1.17,107,4,0,3,3,0,1,2,1,120,486,0.67,0.16,0.19,0.38,0.3,0.08,1.043,0.29,12.6,3.58,592779
Gavin Stone,24,979,Maj-NL,Los Angeles,8,4,1.0,1.0,1.0,31.0,46,32,31,13,22,8,2,9.0,136,10,1,0,2,1,1,0,0,152,547,0.64,0.13,0.14,0.47,0.27,0.04,1.903,0.355,6.4,1.69,694813
Levi Stoudt,25,1040,Maj-NL,Cincinnati,4,2,,1.0,,10.1,16,11,11,8,9,1,0,9.58,46,2,2,0,1,1,3,0,0,55,224,0.6,0.18,0.08,0.45,0.29,0.08,2.323,0.405,7.8,1.13,686651
Matt Strahm,31,947,Maj-NL,Philadelphia,63,10,9.0,5.0,3.0,93.0,71,34,32,23,113,11,3,3.1,338,17,1,0,4,6,6,0,0,371,1460,0.67,0.17,0.13,0.34,0.26,0.11,1.011,0.273,10.9,4.91,621381
Chris Stratton,32,940,"Maj-AL,Maj-NL","St. Louis,Texas",68,0,2.0,1.0,1.0,86.2,73,43,40,27,84,9,2,4.15,318,15,2,0,7,7,7,2,2,356,1433,0.65,0.18,0.09,0.39,0.22,0.08,1.154,0.276,8.7,3.11,608717
Hunter Stratton,26,972,Maj-NL,Pittsburgh,8,0,,,,12.0,9,3,3,3,10,2,1,2.25,43,3,1,0,1,0,0,0,0,47,174,0.71,0.16,0.12,0.48,0.21,0.09,1.0,0.226,7.5,3.33,676702
Spencer Strider,24,959,Maj-NL,Atlanta,34,34,20.0,7.0,,199.1,158,90,84,63,296,26,10,3.79,742,31,3,2,8,0,21,3,2,815,3290,0.68,0.15,0.19,0.36,0.25,0.07,1.109,0.314,13.4,4.7,675911
Ross Stripling,33,970,Maj-NL,San Francisco,22,11,,5.0,,89.0,104,54,53,16,70,20,2,5.36,362,14,1,0,5,1,6,3,0,381,1453,0.66,0.18,0.1,0.44,0.28,0.04,1.348,0.308,7.1,4.38,548389
Marcus Stroman,32,973,Maj-NL,Chicago,27,25,10.0,9.0,,136.2,120,68,60,52,119,9,3,3.95,519,27,0,0,16,1,17,1,1,575,2205,0.62,0.17,0.09,0.57,0.24,0.02,1.259,0.283,7.8,2.29,573186
Peter Strzelecki,28,1013,Maj-NL,"Arizona,Milwaukee",37,0,3.0,5.0,,37.0,33,18,18,12,37,3,8,4.38,141,8,0,1,2,1,9,0,0,163,653,0.63,0.17,0.11,0.39,0.23,0.05,1.216,0.294,9.0,3.08,657265
Andrew Su\xc3\xa1rez,30,972,Maj-NL,St. Louis,13,0,,,,27.2,33,27,22,15,17,7,0,7.16,115,8,1,0,1,0,0,0,0,130,521,0.63,0.16,0.09,0.42,0.17,0.09,1.735,0.286,5.5,1.13,605498
Jos\xc3\xa9 Suarez,25,970,Maj-AL,Los Angeles,11,7,1.0,3.0,,33.2,46,32,31,20,28,10,1,8.29,142,8,0,1,2,1,0,1,1,165,618,0.62,0.14,0.13,0.33,0.2,0.15,1.96,0.343,7.5,1.4,660761
Ranger Suarez,27,947,Maj-NL,Philadelphia,26,26,5.0,7.0,,143.2,142,63,62,50,138,14,2,3.88,551,28,3,0,15,4,9,3,0,611,2289,0.63,0.18,0.1,0.49,0.25,0.05,1.336,0.318,8.6,2.76,624133
Robert Suarez,32,972,Maj-NL,San Diego,26,0,4.0,3.0,,27.2,15,13,13,10,24,4,0,4.23,97,2,0,3,0,1,2,1,0,108,449,0.65,0.16,0.12,0.5,0.2,0.04,0.904,0.157,7.8,2.4,663158
Wander Suero,31,991,Maj-NL,Los Angeles,5,0,1.0,,,8.0,6,7,7,5,9,2,0,7.88,30,0,0,0,0,0,4,0,0,35,159,0.59,0.18,0.07,0.38,0.14,0.1,1.375,0.211,10.1,1.8,593833
Cole Sulser,33,1033,Maj-NL,Arizona,4,0,,,,5.1,5,4,4,3,4,2,0,6.75,20,1,0,0,0,0,0,0,0,23,84,0.55,0.1,0.14,0.25,0.38,0.13,1.5,0.214,6.8,1.33,642121
Brent Suter,33,970,Maj-NL,Colorado,57,2,4.0,3.0,,69.1,65,36,26,25,55,3,3,3.38,261,11,2,0,4,2,3,3,4,292,1129,0.62,0.18,0.09,0.47,0.2,0.1,1.298,0.302,7.1,2.2,608718
Erik Swanson,29,967,Maj-AL,Toronto,71,0,4.0,2.0,4.0,68.0,52,22,22,24,77,8,0,2.91,244,8,1,0,8,0,8,1,1,269,1085,0.65,0.15,0.15,0.41,0.16,0.07,1.118,0.277,10.2,3.21,657024
Devin Sweet,26,982,Maj-AL,"Oakland,Seattle",7,0,1.0,,,8.2,10,10,10,6,6,4,2,10.38,35,0,0,0,1,0,0,0,0,43,166,0.57,0.11,0.09,0.41,0.17,0.17,1.846,0.24,6.2,1.0,682967
Noah Syndergaard,30,1005,"Maj-AL,Maj-NL","Cleveland,Los Angeles",18,18,2.0,6.0,,88.2,104,65,64,19,56,22,10,6.5,358,17,3,0,7,4,34,1,0,391,1409,0.66,0.17,0.08,0.38,0.28,0.06,1.387,0.289,5.7,2.95,592789
Jameson Taillon,31,971,Maj-NL,Chicago,30,29,8.0,10.0,1.0,154.1,156,96,83,41,140,27,5,4.84,604,28,1,0,10,5,13,3,0,655,2534,0.66,0.17,0.1,0.38,0.24,0.1,1.276,0.292,8.2,3.41,592791
Domingo Tapia,31,1060,Maj-NL,San Diego,15,0,,1.0,1.0,17.2,13,8,7,12,14,2,1,3.57,62,3,0,1,2,0,1,1,0,75,318,0.59,0.16,0.1,0.46,0.23,0.1,1.415,0.239,7.1,1.17,593619
Freddy Tarnok,24,1023,Maj-AL,Oakland,5,1,1.0,1.0,,14.2,11,8,8,11,14,4,0,4.91,54,4,0,0,1,0,1,0,0,65,287,0.58,0.13,0.09,0.25,0.23,0.08,1.5,0.194,8.6,1.27,676206
Josh Taylor,30,1097,Maj-AL,Kansas City,17,1,1.0,3.0,,17.2,22,17,16,9,26,4,0,8.15,72,5,0,1,1,2,2,0,0,83,341,0.64,0.17,0.14,0.46,0.19,0.08,1.755,0.409,13.2,2.89,657031
Julio Teheran,32,973,Maj-NL,Milwaukee,14,11,3.0,5.0,,71.2,68,36,35,13,50,13,4,4.4,268,14,2,0,6,2,9,3,3,288,1081,0.66,0.18,0.09,0.41,0.25,0.07,1.13,0.266,6.3,3.85,527054
Rowdy Tellez,28,979,Maj-NL,Milwaukee,1,0,,,,1.0,1,0,0,0,1,0,0,0.0,4,0,0,0,0,0,0,0,0,4,13,0.69,0.08,0.23,0.0,0.33,0.33,1.0,0.333,9.0,,642133
Ryan Tepera,35,1044,"Maj-AL,Maj-NL","Los Angeles,St. Louis",12,0,2.0,2.0,,10.2,18,11,9,4,11,3,3,7.59,48,1,0,1,1,0,2,1,0,57,231,0.57,0.13,0.11,0.46,0.14,0.03,2.063,0.441,9.3,2.75,572193
Juan Then,23,1095,Maj-AL,Seattle,9,0,,,,11.0,14,6,6,2,5,3,0,4.91,46,2,0,0,1,0,3,0,0,48,168,0.61,0.19,0.06,0.63,0.17,0.05,1.455,0.289,4.1,2.5,672730
Caleb Thielbar,36,960,Maj-AL,Minnesota,40,0,3.0,2.0,,33.2,27,15,14,7,38,9,0,3.74,124,5,1,0,1,0,2,1,0,132,530,0.65,0.15,0.1,0.37,0.2,0.11,1.01,0.234,10.2,5.43,573204
Lane Thomas,27,1125,Maj-NL,Washington,1,0,,,,1.0,3,3,3,0,1,1,0,27.0,6,1,0,0,0,0,0,0,0,6,21,0.67,0.19,0.14,0.4,0.4,0.0,3.0,0.5,9.0,,657041
Keegan Thompson,28,994,Maj-NL,Chicago,19,0,2.0,2.0,1.0,28.2,20,15,15,19,26,2,1,4.71,103,4,0,0,2,2,1,0,0,125,477,0.61,0.18,0.1,0.39,0.2,0.09,1.36,0.234,8.2,1.37,624522
Mason Thompson,25,991,Maj-NL,Washington,51,0,4.0,4.0,1.0,54.0,62,35,33,22,44,4,4,5.5,211,10,2,0,6,2,6,2,0,240,896,0.62,0.18,0.09,0.51,0.22,0.06,1.556,0.352,7.3,2.0,666168
Ryan Thompson,31,944,"Maj-AL,Maj-NL","Arizona,Tampa Bay",40,0,2.0,2.0,1.0,42.1,31,17,16,12,29,3,4,3.4,149,6,1,1,4,1,5,1,1,167,591,0.66,0.2,0.08,0.61,0.14,0.07,1.016,0.237,6.2,2.42,657044
Zack Thompson,25,974,Maj-NL,St. Louis,25,9,5.0,7.0,,66.1,69,35,33,25,72,8,2,4.48,256,15,0,0,6,3,2,3,1,287,1169,0.63,0.2,0.1,0.46,0.26,0.06,1.417,0.341,9.8,2.88,668868
